OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),DefaultData,ComplianceStatus,TotalGHGEmissions,GHGEmissionsIntensity,Verified_Coordinates,Coordinates_Match,Latitude_err,Longitude_err
1,2016,NonResidential,Hotel,Mayflower park hotel,405 Olive way,Seattle,WA,98101.0,659000030,7,DOWNTOWN,47.6122,-122.33799,1927,1.0,12,88434,0,88434,Hotel,Hotel,88434.0,,,60.0,81.69999695,84.30000305,182.5,189.0,7226362.5,7456910.0,2003882.0,1156514.25,3946027.0,12764.5293,1276453.0,False,Compliant,249.98,2.83,"(47.61217, -122.33811)",False,-3.0000000002416982e-05,-0.00011999999999545707
2,2016,NonResidential,Hotel,Paramount Hotel,724 Pine street,Seattle,WA,98101.0,659000220,7,DOWNTOWN,47.61317,-122.33393,1996,1.0,11,103566,15064,88502,"Hotel, Parking, Restaurant",Hotel,83880.0,Parking,15064.0,61.0,94.80000305,97.90000153,176.1000061,179.3999939,8387933.0,8664479.0,0.0,950425.1875,3242851.0,51450.81641,5145082.0,False,Compliant,295.86,2.86,"(47.61313, -122.33359)",False,-3.999999999848569e-05,0.0003399999999942338
3,2016,NonResidential,Hotel,5673-The Westin Seattle,1900 5th Avenue,Seattle,WA,98101.0,659000475,7,DOWNTOWN,47.61393,-122.3381,1969,1.0,41,956110,196718,759392,Hotel,Hotel,756493.0,,,43.0,96.0,97.69999695,241.8999939,244.1000061,72587024.0,73937112.0,21566554.0,14515435.0,49526664.0,14938.0,1493800.0,False,Compliant,2089.28,2.19,"(47.61369, -122.33827)",False,-0.000240000000005125,-0.0001699999999971169
5,2016,NonResidential,Hotel,HOTEL MAX,620 STEWART ST,Seattle,WA,98101.0,659000640,7,DOWNTOWN,47.61412,-122.33664,1926,1.0,10,61320,0,61320,Hotel,Hotel,61320.0,,,56.0,110.8000031,113.3000031,216.1999969,224.0,6794584.0,6946800.5,2214446.25,811525.3125,2768924.0,18112.13086,1811213.0,False,Compliant,286.43,4.67,"(47.61429, -122.33658)",False,0.0001699999999971169,6.0000000004833964e-05
8,2016,NonResidential,Hotel,WARWICK SEATTLE HOTEL (ID8),401 LENORA ST,Seattle,WA,98121.0,659000970,7,DOWNTOWN,47.61375,-122.34047,1980,1.0,18,175580,62000,113580,"Hotel, Parking, Swimming Pool",Hotel,123445.0,Parking,68009.0,75.0,114.8000031,118.6999969,211.3999939,215.6000061,14172606.0,14656503.0,0.0,1573448.625,5368607.0,88039.98438,8803998.0,False,Compliant,505.01,2.88,"(47.61394, -122.34096)",False,0.00018999999999635975,-0.0004899999999992133
9,2016,Nonresidential COS,Other,West Precinct,810 Virginia St,Seattle,WA,98101.0,660000560,7,DOWNTOWN,47.61623,-122.33657,1999,1.0,2,97288,37198,60090,Police Station,Police Station,88830.0,,,,136.1000061,141.6000061,316.2999878,320.5,12086616.0,12581712.0,0.0,2160443.75,7371434.0,47151.81641,4715182.0,False,Compliant,301.81,3.1,"(47.61629, -122.33661)",False,5.999999999772854e-05,-3.999999999848569e-05
10,2016,NonResidential,Hotel,Camlin,1619 9th Avenue,Seattle,WA,98101.0,660000825,7,DOWNTOWN,47.6139,-122.33283,1926,1.0,11,83008,0,83008,Hotel,Hotel,81352.0,,,27.0,70.80000305,74.5,146.6000061,154.6999969,5758795.0,6062767.5,0.0,823919.875,2811215.0,29475.80078,2947580.0,False,Compliant,176.14,2.12,"(47.61394, -122.33286)",False,3.999999999848569e-05,-2.9999999995311555e-05
11,2016,NonResidential,Other,Paramount Theatre,911 Pine St,Seattle,WA,98101.0,660000955,7,DOWNTOWN,47.61327,-122.33136,1926,1.0,8,102761,0,102761,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,102761.0,,,,61.29999924,68.80000305,141.6999969,152.3000031,6298131.5,7067881.5,2276286.5,1065842.75,3636655.0,3851.890137,385189.0,False,Compliant,221.51,2.16,"(47.61324, -122.33136)",False,-3.0000000002416982e-05,0.0
12,2016,NonResidential,Hotel,311wh-Pioneer Square,612 2nd Ave,Seattle,WA,98104.0,939000080,7,DOWNTOWN,47.60294,-122.33263,1904,1.0,15,163984,0,163984,Hotel,Hotel,163984.0,,,43.0,83.69999695,86.59999847,180.8999939,187.1999969,13723820.0,14194054.0,0.0,2138897.75,7297919.0,64259.0,6425900.0,False,Compliant,392.16,2.39,"(47.60275, -122.33269)",False,-0.00018999999999635975,-6.0000000004833964e-05
13,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Lyon Building,607 - 3rd Ave.,Seattle,WA,98104.0,939000105,7,DOWNTOWN,47.60284,-122.33184,1910,1.0,6,63712,1496,62216,Multifamily Housing,Multifamily Housing,56132.0,,,1.0,81.5,85.59999847,182.6999969,187.3999939,4573777.0,4807679.5,1039735.188,742091.1875,2532015.0,10020.25977,1002026.0,False,Compliant,151.12,2.37,"(47.60285, -122.33194)",False,9.999999996068709e-06,-0.00010000000000331966
15,2016,NonResidential,Hotel,Hotel Monaco Seattle,1101 4th Avenue,Seattle,WA,98101.0,942000145,7,DOWNTOWN,47.60695,-122.33414,1969,1.0,11,153163,19279,133884,Hotel,Hotel,133884.0,,,30.0,119.5999985,124.3000031,228.1999969,233.0,16016644.0,16646930.0,5237165.5,1813489.875,6187627.0,45918.5,4591850.0,False,Compliant,691.26,4.51,"(47.60692, -122.33411)",False,-2.9999999995311555e-05,3.000000000952241e-05
16,2016,NonResidential,Hotel,5679-W Seattle,1112 Fourth Avenue,Seattle,WA,98101.0,942000165,7,DOWNTOWN,47.60713,-122.33323,1998,1.0,25,333176,61161,272015,Hotel,Hotel,336640.0,,,36.0,80.0,80.40000153,199.0,199.3999939,26941110.0,27070114.0,5999360.5,5299838.5,18083049.0,28586.99805,2858700.0,False,Compliant,740.97,2.22,"(47.60649, -122.33329)",False,-0.0006399999999970873,-6.0000000004833964e-05
17,2016,NonResidential,Hotel,Executive Pacific Plaza,400 Spring Street,Seattle,WA,98104.0,942000210,7,DOWNTOWN,47.60699,-122.33346,1928,1.0,9,65009,0,65009,Hotel,Hotel,65009.0,,,48.0,101.5,97.80000305,153.6000061,149.8000031,6596057.5,6358719.5,1656352.5,393610.6875,1343000.0,35967.05078,3596705.0,False,Compliant,328.23,5.05,"(47.60709, -122.3333)",False,9.999999999621423e-05,0.00016000000000815362
18,2016,NonResidential,Hotel,Crowne Plaza Hotel Seattle,1113 6th Ave,Seattle,WA,98101.0,942000235,7,DOWNTOWN,47.60809,-122.33212,1980,1.0,33,315952,57600,258352,"Hotel, Parking",Hotel,295511.0,Parking,57600.0,58.0,75.5,76.19999695,179.8999939,180.6999969,22325364.0,22524948.0,4337738.5,4075083.0,13904183.0,40834.39844,4083440.0,False,Compliant,648.62,2.05,"(47.6081, -122.33212)",False,1.0000000003174137e-05,0.0
19,2016,NonResidential,Hotel,Hotel Vintage Seattle,1100 5th Avenue,Seattle,WA,98101.0,942000265,7,DOWNTOWN,47.60755,-122.33244,1922,1.0,11,92190,25200,66990,"Hotel, Parking",Hotel,67390.0,Parking,25200.0,35.0,159.5,165.8999939,297.3999939,303.8999939,10750010.0,11179203.0,4870847.5,1123203.125,3832369.0,20467.93359,2046793.0,False,Compliant,511.39,5.55,"(47.60755, -122.33228)",False,0.0,0.00016000000000815362
21,2016,Nonresidential COS,Other,The Seattle Public Library - Central Library,1000 Fourth Avenue,Seattle,WA,98154.0,942000275,7,DOWNTOWN,47.60649,-122.33297,2004,1.0,11,412000,57000,355000,"Data Center, Library, Parking",Library,364913.0,Parking,49000.0,,50.79999924,51.09999847,155.6000061,156.0,18588860.0,18706912.0,737559.5,5231916.0,17851297.0,0.0,0.0,False,Compliant,181.38,0.44,"(47.60671, -122.3327)",False,0.00021999999999877673,0.00027000000000043656
22,2016,NonResidential,Other,Downtown Seattle YMCA,909 4th Avenue,Seattle,WA,98104.0,942000350,7,DOWNTOWN,47.60546,-122.33279,1930,1.0,6,103911,0,103911,"Fitness Center/Health Club/Gym, Office, Swimming Pool",Fitness Center/Health Club/Gym,90000.0,Office,40000.0,,76.59999847,78.40000153,157.3999939,159.6000061,9956396.0,10192124.0,4592347.5,1305354.125,4453868.0,9101.799805,910180.0,False,Compliant,433.86,4.18,"(47.60563, -122.33274)",False,0.0001699999999971169,5.000000000165983e-05
23,2016,NonResidential,Hotel,Renaissance Seattle Hotel,515 Madison Street,Seattle,WA,98104.0,942000430,7,DOWNTOWN,47.60681,-122.33078,1983,1.0,28,416281,85000,331281,"Hotel, Parking",Hotel,348329.0,Parking,85000.0,31.0,96.30000305,98.59999847,228.5,232.8000031,33556756.0,34351920.0,0.0,6220773.0,21225277.0,123314.75,12331475.0,False,Compliant,802.89,1.93,"(47.60653, -122.33072)",False,-0.0002800000000036107,6.0000000004833964e-05
24,2016,NonResidential,Mixed Use Property,The Rainier Club,820 4th Ave.,Seattle,WA,98104.0,942000510,7,DOWNTOWN,47.60515,-122.33159,1907,1.0,5,57452,0,57452,"Office, Other, Other - Lodging/Residential, Restaurant, Social/Meeting Hall",Social/Meeting Hall,16442.0,Restaurant,15505.0,,132.3999939,137.1000061,280.7000122,285.0,7606084.5,7877219.0,1776201.875,1103397.125,3764791.0,20650.91211,2065091.0,False,Compliant,273.02,4.75,"(47.60531, -122.33166)",False,0.0001600000000010482,-6.999999999379725e-05
25,2016,NonResidential,Hotel,Arctic Club Seattle,700 3rd Ave,Seattle,WA,98104.0,942000610,7,DOWNTOWN,47.60376,-122.33194,1916,1.0,10,104352,0,104352,Hotel,Hotel,104352.0,,,39.0,97.30000305,97.30000305,225.5,225.5,10154608.0,10154608.0,3430862.0,1731644.125,5908370.0,8153.759766,815376.0,False,Compliant,349.32,3.35,"(47.60384, -122.33193)",False,7.999999999697138e-05,1.0000000003174137e-05
26,2016,NonResidential,Other,King County Courthouse,516 3RD AVE,Seattle,WA,98104.0,942000860,7,DOWNTOWN,47.60265,-122.33051,1916,1.0,10,540360,0,540360,Courthouse,Courthouse,537150.0,,,76.0,83.69999695,87.5,182.6999969,186.6999969,44984468.0,47023088.0,0.0,7138872.5,24357833.0,206266.3125,20626631.0,False,Compliant,1265.29,2.34,"(47.60264, -122.33053)",False,-9.999999996068709e-06,-1.9999999992137418e-05
27,2016,NonResidential,Other,King County Correctional Facility,500 5TH AVE,Seattle,WA,98104.0,942001010,3,DOWNTOWN,47.60378,-122.32842,1985,1.0,19,385274,0,385274,Other,Other,385274.0,,,,124.1999969,128.6000061,229.5,232.8999939,47859812.0,49539212.0,0.0,5351014.5,18257661.0,296021.5,29602150.0,False,Compliant,1699.45,4.41,"(47.6035, -122.32824)",False,-0.0002800000000036107,0.00018000000000029104
28,2016,SPS-District K-12,K-12 School,Graham Hill Elementary,5149 S. Graham St.,Seattle,WA,98118.0,1102000138,2,SOUTHEAST,47.54576,-122.26853,1961,1.0,2,56228,0,56228,K-12 School,K-12 School,58916.0,,,95.0,26.10000038,29.10000038,60.70000076,64.59999847,1539478.5,1713623.5,0.0,274605.9063,936955.0,6025.229004,602523.0,True,Error - Correct Default Data,38.53,0.69,"(47.54552, -122.26881)",False,-0.00023999999999801958,-0.0002800000000036107
29,2016,NonResidential,Hotel,WATERTOWN HOTEL,4242 ROOSEVELT WAY NE,Seattle,WA,98105.0,1142000755,4,NORTHEAST,47.65959,-122.31755,2001,1.0,6,88592,30586,58006,"Hotel, Parking",Hotel,58006.0,Parking,30586.0,84.0,63.20000076,63.29999924,148.0,148.5,3663534.5,3673186.75,0.0,664194.375,2266231.0,13973.03027,1397303.0,False,Compliant,90.01,1.02,"(47.65961, -122.31735)",False,1.9999999999242846e-05,0.00019999999999242846
30,2016,NonResidential,University,Main Campus Center,1000 Lenora St.,Seattle,WA,98121.0,660001420,7,DOWNTOWN,47.61816,-122.33629,1928,1.0,7,126593,0,126593,College/University,College/University,125000.0,,,,90.69999695,97.5,173.0,180.0,11343686.0,12183313.0,0.0,1362096.75,4647474.0,66962.10938,6696211.0,False,Compliant,388.04,3.07,"(47.61808, -122.33623)",False,-8.000000000407681e-05,6.0000000004833964e-05
31,2016,NonResidential,Other,Seattle Honda,1015 & 1017 Olive Way,Seattle,WA,98101.0,660001725,7,DOWNTOWN,47.615,-122.33081,1930,1.0,2,67224,0,67224,Automobile Dealership,Automobile Dealership,67224.0,,,,19.5,19.5,61.20000076,61.20000076,1310236.625,1310236.625,0.0,384008.3125,1310236.0,0.0,0.0,False,Compliant,9.13,0.14,"(47.61274, -122.33725)",False,-0.0022599999999997067,-0.006439999999997781
32,2016,NonResidential,Hotel,Homewood Suites,1011 Pike ST,Seattle,WA,98101.0,660001832,7,EAST,47.61301,-122.32929,1991,1.0,8,158676,30301,128375,"Hotel, Parking, Retail Store, Swimming Pool",Hotel,112676.0,Parking,42000.0,,45.5,46.29999924,58.0,58.79999924,5328051.5,5424942.0,0.0,167733.5,572307.0,47557.44922,4755745.0,False,Compliant,256.57,1.62,"(47.61296, -122.32954)",False,-5.000000000165983e-05,-0.0002499999999940883
33,2016,NonResidential,Hotel,Marriott Springhill Suites (33),1800 Yale Ave,Seattle,WA,98101.0,660002680,7,DOWNTOWN,47.61784,-122.32966,2001,1.0,10,171866,38281,133585,Hotel,Hotel,128909.0,,,57.0,85.80000305,86.69999695,181.1000061,180.6000061,11061916.0,11171407.0,0.0,1644403.75,5610706.0,54512.09766,5451210.0,False,Compliant,328.63,1.91,"(47.61784, -122.32966)",True,0.0,0.0
34,2016,SPS-District K-12,K-12 School,Meany Building,301/300 21st Ave. E.,Seattle,WA,98112.0,688000090,3,Central,47.62266,-122.30547,1955,1.0,1,126351,0,126351,K-12 School,K-12 School,126351.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Missing Data,0.0,0.0,"(47.63463, -122.30449)",False,0.011969999999998038,0.0009799999999984266
35,2016,NonResidential,Hotel,Hotel Five,2200 5th ave,Seattle,WA,98121.0,697000170,7,DOWNTOWN,47.61558,-122.34186,1978,1.0,5,68410,16200,52210,Hotel,Hotel,47994.0,,,57.0,92.90000153,95.0,199.6999969,206.3000031,4456714.5,4557974.0,0.0,687675.625,2346349.0,21103.65039,2110365.0,False,Compliant,128.44,1.88,"(47.61548, -122.34177)",False,-0.00010000000000331966,9.000000000014552e-05
36,2016,SPS-District K-12,K-12 School,Jane Addams Middle,11051 34th Ave. N.E.,Seattle,WA,98125.0,752000170,5,NORTH,47.70994,-122.29301,1949,1.0,2,160645,0,160645,K-12 School,K-12 School,164229.0,,,75.0,41.29999924,47.5,68.09999847,75.69999695,6779173.0,7800349.5,0.0,570809.1875,1947601.0,48315.71875,4831572.0,True,Error - Correct Default Data,270.18,1.68,,False,,
37,2016,SPS-District K-12,K-12 School,John Hay Elementary,201 Garfield St.,Seattle,WA,98109.0,809000005,7,MAGNOLIA / QUEEN ANNE,47.6329,-122.35172,1989,1.0,2,51582,0,51582,K-12 School,K-12 School,55166.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438691.6875,1496816.0,0.0,0.0,False,Missing Data,10.43,0.2,"(47.63275, -122.352)",False,-0.00014999999999787406,-0.0002800000000036107
38,2016,NonResidential,Small- and Mid-Sized Office,Good Shepherd Center,4649 Sunnyside Ave. N.,Seattle,WA,98070.0,825049008,4,LAKE UNION,47.6641,-122.33118,1906,1.0,3,87262,0,87262,"K-12 School, Multifamily Housing, Office, Other - Entertainment/Public Assembly",Office,40943.0,K-12 School,18153.0,,61.5,69.80000305,106.5,115.9000015,4145920.5,4703690.0,0.0,396495.6875,1352843.0,27930.77148,2793077.0,False,Compliant,157.77,1.81,"(47.66427, -122.33119)",False,0.00017000000000422233,-1.0000000003174137e-05
40,2016,NonResidential,Hotel,Silver Cloud University,5036 25th Ave NE,Seattle,WA,98105.0,925049117,4,NORTHEAST,47.66583,-122.29965,1994,1.0,4,81871,0,81871,Hotel,Hotel,81871.0,,,29.0,81.5,82.19999695,162.5,164.8999939,6668568.5,6731281.5,0.0,884056.0,3016399.0,36521.69141,3652169.0,False,Compliant,215.0,2.63,"(47.66586, -122.29952)",False,3.0000000002416982e-05,0.0001299999999986312
41,2016,NonResidential,Self-Storage Facility,08781-University Village,2746 Ne 45th St Suite 100,Seattle,WA,98105.0,925049330,4,NORTHEAST,47.66172,-122.29598,1955,1.0,2,110356,0,110356,Self-Storage Facility,Self-Storage Facility,26225.0,,,,12.10000038,12.39999962,35.20000076,35.5,318364.8125,326223.0938,0.0,82434.0,281265.0,371.0,37100.0,False,Compliant,3.93,0.04,,False,,
43,2016,Campus,Mixed Use Property,Plant 2 Site,7755 E MARGINAL WAY S,Seattle,WA,98108.0,22000005,2,GREATER DUWAMISH,47.53493,-122.31788,1992,1.0,3,494835,0,494835,"Energy/Power Station, Laboratory, Manufacturing/Industrial Plant, Non-Refrigerated Warehouse, Office",Office,757027.0,Laboratory,639931.0,8.0,221.6999969,233.1000061,388.2000122,400.2999878,448385312.0,471613856.0,0.0,44102076.0,150476283.0,2979090.0,297909000.0,False,Compliant,16870.98,34.09,"(47.53418, -122.31437)",False,-0.0007500000000035811,0.0035100000000056752
46,2016,NonResidential,Warehouse,Seattle 11-13,3301 S NORFOLK ST,Seattle,WA,98118.0,323049024,2,GREATER DUWAMISH,47.51138,-122.28875,1961,3.0,2,714095,0,714095,"Non-Refrigerated Warehouse, Office, Refrigerated Warehouse",Non-Refrigerated Warehouse,616000.0,Refrigerated Warehouse,276000.0,,46.40000153,45.79999924,145.8999939,143.8000031,44731160.0,44110016.0,0.0,13109951.0,44731153.0,0.0,0.0,False,Compliant,311.84,0.44,"(47.51391, -122.2538)",False,0.0025300000000001432,0.03494999999999493
50,2016,SPS-District K-12,K-12 School,Lawton Elementary,4000 27th Ave. W.,Seattle,WA,98199.0,369000400,7,MAGNOLIA / QUEEN ANNE,47.65671,-122.39047,1990,1.0,2,54986,0,54986,K-12 School,K-12 School,54986.0,,,97.0,30.0,32.79999924,77.80000305,83.19999695,1650279.25,1802471.375,0.0,356855.0,1217589.0,4326.897461,432690.0,False,Compliant,31.47,0.57,"(47.657, -122.39051)",False,0.0002899999999996794,-4.0000000012696546e-05
51,2016,SPS-District K-12,K-12 School,Eckstein Middle,3003 N.E. 75th St.,Seattle,WA,98115.0,425049022,4,NORTHEAST,47.68252,-122.29498,1950,1.0,2,175565,0,175565,K-12 School,K-12 School,182861.0,,,88.0,35.0,40.09999847,55.0,60.40000153,6399127.5,7329817.5,0.0,468840.5,1599684.0,47994.43359,4799443.0,True,Error - Correct Default Data,266.05,1.52,"(47.60383, -122.33006)",False,-0.0786899999999946,-0.03508000000000777
52,2016,NonResidential,Small- and Mid-Sized Office,SBC52,5305 Shilshole Ave NW,Seattle,WA,98107.0,467000429,6,BALLARD,47.66587,-122.38476,1961,1.0,2,94900,0,94900,"Non-Refrigerated Warehouse, Office",Office,55586.0,Non-Refrigerated Warehouse,39314.0,57.0,65.19999695,68.90000153,163.0,165.8999939,6186461.5,6536359.5,0.0,1257791.75,4291585.0,18948.75977,1894876.0,False,Compliant,130.56,1.38,"(47.66542, -122.3856)",False,-0.0004500000000007276,-0.0008399999999966212
53,2016,NonResidential,Small- and Mid-Sized Office,El Centro de la Raza,2524 16th Ave S,Seattle,WA,98144.0,570000340,2,GREATER DUWAMISH,47.58034,-122.31132,1900,1.0,2,52554,0,52554,"Office, Other - Education",Office,51029.0,Other - Education,7849.0,83.0,50.09999847,53.5,108.6999969,112.3000031,2951331.25,3150635.5,0.0,462998.0,1579749.0,13715.82031,1371582.0,False,Compliant,83.86,1.6,"(47.58016, -122.31119)",False,-0.00018000000000029104,0.0001299999999986312
54,2016,NonResidential,K-12 School,Blanchet High School,8200 Wallingford Ave. N,Seattle,WA,98103.0,625049002,6,NORTHWEST,47.68891,-122.33553,1954,1.0,3,175015,0,175015,K-12 School,K-12 School,175015.0,,,95.0,40.0,45.09999847,74.0,80.40000153,6994740.5,7886505.5,0.0,785386.6875,2679739.0,43150.00781,4315001.0,False,Compliant,247.85,1.42,"(47.6898, -122.33478)",False,0.0008899999999982811,0.0007500000000106866
55,2016,NonResidential,Self-Storage Facility,Vine Street,11 Vine Street,Seattle,WA,98121.0,653000225,7,DOWNTOWN,47.61351,-122.35129,1911,1.0,3,70586,0,70586,"Office, Self-Storage Facility, Vocational School",Self-Storage Facility,38439.0,Vocational School,28197.0,,30.60000038,33.09999847,76.59999847,79.19999695,2158629.0,2331573.25,0.0,439691.9063,1500229.0,6584.0,658400.0,False,Compliant,45.43,0.64,"(47.61366, -122.35151)",False,0.00015000000000497948,-0.00021999999999877673
56,2016,NonResidential,Hotel,Seattle Hilton Hotel,1301 Sixth Ave,Seattle,WA,98101.0,1975700040,7,DOWNTOWN,47.60946,-122.33337,1969,1.0,24,332210,205970,126240,Hotel,Hotel,348630.0,,,67.0,46.40000153,46.40000153,121.8000031,121.8000031,16163194.0,16163194.0,0.0,3576906.75,12204406.0,39587.86719,3958787.0,False,Compliant,295.33,0.89,,False,,
57,2016,NonResidential,Large Office,5th and Pine,413 Pine Street,Seattle,WA,98101.0,1975700200,7,DOWNTOWN,47.6113,-122.33659,1973,1.0,5,168115,0,168115,"Data Center, Office, Retail Store",Office,103362.0,Retail Store,65676.0,78.0,56.29999924,56.29999924,176.6000061,176.6000061,9536161.0,9536161.0,0.0,2794888.75,9536160.0,0.0,0.0,False,Compliant,66.48,0.4,"(47.61124, -122.33663)",False,-5.999999999772854e-05,-3.999999999848569e-05
58,2016,NonResidential,Other,1525 4th Avenue,1525 4th Ave,Seattle,WA,98101.0,1975700365,7,DOWNTOWN,47.61076,-122.33765,1920,1.0,2,57428,0,57428,"Other - Mall, Personal Services (Health/Beauty, Dry Cleaning, etc)",Other - Mall,51747.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",5681.0,,21.70000076,21.60000038,48.79999924,48.40000153,1247362.0,1239429.75,0.0,209536.5938,714939.0,5324.230469,532423.0,False,Compliant,33.26,0.58,"(47.61072, -122.33761)",False,-3.999999999848569e-05,3.999999999848569e-05
59,2016,NonResidential,Small- and Mid-Sized Office,Gibraltar Tower,1520 3rd Ave,Seattle,WA,98101.0,1975700380,7,DOWNTOWN,47.61048,-122.33794,1910,1.0,8,59400,0,59400,"Office, Retail Store",Office,34947.0,Retail Store,4993.0,14.0,85.40000153,88.30000305,398.7000122,412.2000122,5071974.0,5242479.5,0.0,1486510.375,5071973.0,0.0,0.0,False,Compliant,35.36,0.6,"(47.61046, -122.33797)",False,-1.9999999999242846e-05,-2.9999999995311555e-05
60,2016,NonResidential,Mixed Use Property,Mann Building,1401 3rd Avenue,Seattle,WA,98101.0,1975700525,7,DOWNTOWN,47.60886,-122.33744,1926,1.0,2,52549,0,52549,"Office, Other - Entertainment/Public Assembly, Restaurant",Other - Entertainment/Public Assembly,23500.0,Restaurant,23500.0,,286.3999939,299.0,485.2999878,495.5,15026196.0,15683742.0,0.0,1357696.125,4632459.0,103937.3672,10393737.0,False,Compliant,584.31,11.12,"(47.60878, -122.3372)",False,-7.999999999697138e-05,0.000240000000005125
62,2016,NonResidential,Hotel,Roosevelt Hotel,1531 7th Ave,Seattle,WA,98101.0,1976700010,7,DOWNTOWN,47.61233,-122.33432,1930,1.0,20,98634,10043,88591,"Hotel, Parking, Restaurant",Hotel,83591.0,Parking,10043.0,71.0,54.59999847,57.29999924,158.6000061,167.0,4841347.5,5078816.0,0.0,1257344.25,4290059.0,5512.879883,551288.0,False,Compliant,59.19,0.6,"(47.61229, -122.33442)",False,-3.999999999848569e-05,-9.99999999891088e-05
63,2016,NonResidential,Hotel,Sheraton Seattle Hotel,1400 6th Avenue,Seattle,WA,98101.0,1976700095,7,DOWNTOWN,47.61087,-122.33339,1982,1.0,34,994212,146694,847518,"Hotel, Parking, Swimming Pool",Hotel,994212.0,Parking,117668.0,63.0,80.90000153,82.80000305,182.5,184.5,80469216.0,82318072.0,11598686.0,13348631.0,45545529.0,233249.9219,23324992.0,False,Compliant,2451.58,2.47,"(47.61053, -122.33326)",False,-0.00034000000000133923,0.0001299999999986312
65,2016,NonResidential,Hotel,Inn at the Market,86 Pine St,Seattle,WA,98101.0,1977200050,7,DOWNTOWN,47.60997,-122.34138,1985,1.0,7,71150,0,71150,"Hotel, Parking, Restaurant, Retail Store",Hotel,41340.0,Parking,13730.0,98.0,93.09999847,93.09999847,215.8999939,215.8999939,5348309.0,5348309.0,0.0,950732.8125,3243900.0,21044.08008,2104408.0,False,Compliant,134.38,1.89,"(47.6099, -122.34132)",False,-6.999999999379725e-05,6.0000000004833964e-05
66,2016,NonResidential,Hotel,Moore Hotel INC,1926 2nd Ave,Seattle,WA,98101.0,1977201035,7,DOWNTOWN,47.61155,-122.34114,1908,1.0,7,122810,0,122810,"Hotel, Other - Entertainment/Public Assembly, Retail Store",Hotel,88360.0,Other - Entertainment/Public Assembly,26450.0,99.0,44.0,49.59999847,68.19999695,74.09999847,5401277.5,6088417.5,0.0,379121.0938,1293561.0,41077.16016,4107716.0,False,Compliant,227.18,1.85,"(47.61165, -122.34096)",False,9.999999999621423e-05,0.00018000000000029104
67,2016,NonResidential,Hotel,QUALITY INN,618 JOHN ST,Seattle,WA,98109.0,1991200730,7,LAKE UNION,47.61986,-122.34413,1959,1.0,5,113173,42546,70627,"Hotel, Parking",Hotel,70627.0,Parking,42546.0,86.0,74.80000305,76.90000153,165.6999969,172.1000061,5284343.5,5428403.5,0.0,863036.3125,2944680.0,23396.62891,2339663.0,False,Compliant,144.79,1.28,"(47.62031, -122.34416)",False,0.0004500000000007276,-2.9999999995311555e-05
68,2016,NonResidential,Hotel,Rainier Hospitality,211 Dexter Ave N,Seattle,WA,98109.0,1991200935,7,LAKE UNION,47.62001,-122.34274,2000,1.0,7,150453,34735,115718,Hotel,Hotel,107547.0,Restaurant,3000.0,84.0,60.70000076,61.79999924,128.0,129.8000031,6715187.0,6835263.5,0.0,995342.5,3396109.0,33190.77734,3319078.0,False,Compliant,199.95,1.33,"(47.62033, -122.3428)",False,0.0003200000000020964,-5.999999999062311e-05
69,2016,NonResidential,Hotel,Sequim Lodging Corp,226 Aurora Ave N,Seattle,WA,98109.0,1991200940,7,LAKE UNION,47.62025,-122.34314,1997,1.0,6,116300,28200,88100,Hotel,Hotel,88490.0,Parking,28300.0,80.0,65.90000153,67.09999847,144.5,147.1000061,5827595.5,5941927.0,0.0,934483.3125,3188457.0,26391.38086,2639138.0,False,Compliant,162.39,1.4,"(47.62021, -122.34326)",False,-3.999999999848569e-05,-0.00011999999999545707
70,2016,NonResidential,Hotel,Homewood Suites by Hilton Seattle Downtonw,206 Western Ave West,Seattle,WA,98119.0,1992200235,7,MAGNOLIA / QUEEN ANNE,47.62023,-122.35951,1998,1.0,6,155602,36744,118858,Hotel,Hotel,155602.0,,,81.0,43.90000153,44.0,107.4000015,107.5999985,6836900.0,6849826.5,0.0,1336148.125,4558937.0,22779.61914,2277962.0,False,Compliant,152.76,0.98,"(47.62039, -122.35972)",False,0.0001600000000010482,-0.0002099999999956026
